IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
8.218.188.129	8880	8880	FALSE	SIN	Asia Pacific	Singapore	94	9.71
8.219.72.50	2083	2083	TRUE	SIN	Asia Pacific	Singapore	61	9.71
47.236.130.95	2087	2087	TRUE	SIN	Asia Pacific	Singapore	74	9.7
47.236.147.146	2053	2053	TRUE	SIN	Asia Pacific	Singapore	116	9.7
47.74.43.95	2086	2086	FALSE	LAX	North America	Los Angeles	171	9.7
8.222.187.4	2086	2086	FALSE	SIN	Asia Pacific	Singapore	27	9.7
8.219.58.64	2083	2083	TRUE	SIN	Asia Pacific	Singapore	82	9.69
47.74.11.219	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	79	9.69
8.222.224.162	2083	2083	TRUE	SIN	Asia Pacific	Singapore	129	9.69
47.245.11.108	2096	2096	TRUE	LAX	North America	Los Angeles	314	9.69
47.245.10.123	2086	2086	FALSE	LAX	North America	Los Angeles	184	9.69
8.222.160.61	2096	2096	TRUE	SIN	Asia Pacific	Singapore	106	9.68
8.219.53.142	2082	2082	FALSE	SIN	Asia Pacific	Singapore	17	9.68
47.91.21.202	2095	2095	FALSE	SIN	Asia Pacific	Singapore	153	9.68
47.74.16.67	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	166	9.68
47.74.33.65	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	284	9.68
47.91.31.231	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	166	9.68
8.222.240.47	2052	2052	FALSE	SIN	Asia Pacific	Singapore	20	9.68
47.245.32.215	2082	2082	FALSE	LAX	North America	Los Angeles	179	9.67
8.219.103.65	2086	2086	FALSE	SIN	Asia Pacific	Singapore	11	9.67
47.245.89.102	8443	8443	TRUE	SIN	Asia Pacific	Singapore	54	9.67
47.245.15.207	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	208	9.67
47.74.11.219	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	112	9.67
47.245.53.101	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	9.67
8.222.138.164	8443	8443	TRUE	SIN	Asia Pacific	Singapore	70	9.67
47.245.52.165	8080	8080	FALSE	LAX	North America	Los Angeles	187	9.67
47.236.119.253	2087	2087	TRUE	SIN	Asia Pacific	Singapore	68	9.67
8.218.3.12	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	43	9.66
47.245.34.140	8080	8080	FALSE	SIN	Asia Pacific	Singapore	167	9.66
8.219.167.65	2095	2095	FALSE	SIN	Asia Pacific	Singapore	17	9.66
8.222.144.219	2052	2052	FALSE	SIN	Asia Pacific	Singapore	27	9.66
8.219.241.189	8443	8443	TRUE	SIN	Asia Pacific	Singapore	62	9.66
8.219.170.223	8880	8880	FALSE	SIN	Asia Pacific	Singapore	18	9.66
8.219.106.15	8080	8080	FALSE	SIN	Asia Pacific	Singapore	21	9.65
8.217.250.5	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	77	9.65
47.74.13.239	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	83	9.65
8.219.53.222	2083	2083	TRUE	SIN	Asia Pacific	Singapore	96	9.65
47.74.8.238	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	178	9.65
8.209.246.24	2052	2052	FALSE	SIN	Asia Pacific	Singapore	161	9.64
47.76.94.15	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	41	9.64
8.219.167.113	2053	2053	TRUE	SIN	Asia Pacific	Singapore	55	9.64
47.91.2.165	8080	8080	FALSE	SIN	Asia Pacific	Singapore	163	9.64
8.219.179.34	2082	2082	FALSE	SIN	Asia Pacific	Singapore	20	9.64
8.222.137.178	2053	2053	TRUE	SIN	Asia Pacific	Singapore	66	9.64
8.219.53.142	2095	2095	FALSE	SIN	Asia Pacific	Singapore	36	9.64
47.245.89.102	2095	2095	FALSE	SIN	Asia Pacific	Singapore	14	9.64
47.245.14.12	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	78	9.63
8.219.167.113	2087	2087	TRUE	SIN	Asia Pacific	Singapore	95	9.63
47.74.11.9	2086	2086	FALSE	SIN	Asia Pacific	Singapore	317	9.63
47.74.43.24	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	78	9.63
8.219.114.201	2083	2083	TRUE	SIN	Asia Pacific	Singapore	95	9.63
8.219.60.130	8880	8880	FALSE	SIN	Asia Pacific	Singapore	8	9.63
8.209.200.73	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	89	9.63
47.236.15.73	2087	2087	TRUE	SIN	Asia Pacific	Singapore	80	9.63
47.74.45.143	2095	2095	FALSE	SIN	Asia Pacific	Singapore	159	9.62
8.218.142.253	8880	8880	FALSE	SIN	Asia Pacific	Singapore	93	9.62
47.245.53.101	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	82	9.62
8.219.124.227	2083	2083	TRUE	SIN	Asia Pacific	Singapore	57	9.62
47.74.16.67	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	189	9.62
8.222.249.190	2095	2095	FALSE	SIN	Asia Pacific	Singapore	24	9.62
8.219.87.34	2086	2086	FALSE	SIN	Asia Pacific	Singapore	24	9.61
8.219.121.87	2083	2083	TRUE	SIN	Asia Pacific	Singapore	49	9.61
47.245.59.243	80	80	FALSE	NRT	Asia Pacific	Tokyo	78	9.61
8.218.211.17	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	33	9.6
47.245.56.29	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	82	9.6
8.219.101.72	80	80	FALSE	SIN	Asia Pacific	Singapore	13	9.6
8.219.156.148	2082	2082	FALSE	SIN	Asia Pacific	Singapore	25	9.6
8.219.153.44	2087	2087	TRUE	SIN	Asia Pacific	Singapore	94	9.59
8.219.82.177	8880	8880	FALSE	SIN	Asia Pacific	Singapore	7	9.59
47.245.33.56	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	89	9.59
47.245.10.156	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	268	9.58
8.219.100.155	2082	2082	FALSE	SIN	Asia Pacific	Singapore	22	9.58
8.222.153.11	8880	8880	FALSE	SIN	Asia Pacific	Singapore	48	9.58
47.74.23.99	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	165	9.58
47.245.40.55	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	158	9.58
47.245.53.101	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	80	9.58
8.222.224.162	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	9.58
8.222.144.117	8443	8443	TRUE	SIN	Asia Pacific	Singapore	140	9.58
47.74.12.139	2095	2095	FALSE	SIN	Asia Pacific	Singapore	170	9.57
8.222.181.139	443	443	TRUE	SIN	Asia Pacific	Singapore	80	9.57
8.219.67.133	2082	2082	FALSE	SIN	Asia Pacific	Singapore	5	9.57
47.245.10.77	80	80	FALSE	NRT	Asia Pacific	Tokyo	85	9.57
8.219.97.179	2083	2083	TRUE	SIN	Asia Pacific	Singapore	60	9.56
8.219.101.72	2053	2053	TRUE	SIN	Asia Pacific	Singapore	62	9.56
8.219.114.201	443	443	TRUE	SIN	Asia Pacific	Singapore	57	9.56
47.245.3.137	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	174	9.56
8.222.187.107	2095	2095	FALSE	SIN	Asia Pacific	Singapore	28	9.55
8.219.115.215	2082	2082	FALSE	SIN	Asia Pacific	Singapore	8	9.55
8.222.137.178	8443	8443	TRUE	SIN	Asia Pacific	Singapore	55	9.55
47.74.15.120	2095	2095	FALSE	SIN	Asia Pacific	Singapore	161	9.54
47.245.14.216	2086	2086	FALSE	SIN	Asia Pacific	Singapore	155	9.54
8.219.101.138	443	443	TRUE	SIN	Asia Pacific	Singapore	62	9.54
8.222.253.235	8443	8443	TRUE	SIN	Asia Pacific	Singapore	111	9.54
47.91.3.112	80	80	FALSE	SIN	Asia Pacific	Singapore	170	9.54
47.245.80.142	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	9.54
8.210.65.1	2083	2083	TRUE	SIN	Asia Pacific	Singapore	106	9.54
47.74.36.154	2083	2083	TRUE	SIN	Asia Pacific	Singapore	166	9.54
8.219.142.191	2086	2086	FALSE	SIN	Asia Pacific	Singapore	6	9.54
47.245.11.118	2053	2053	TRUE	SIN	Asia Pacific	Singapore	228	9.53
8.219.167.65	8880	8880	FALSE	SIN	Asia Pacific	Singapore	7	9.53
47.245.4.22	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	164	9.53
47.74.10.135	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	245	9.53
8.219.63.193	8443	8443	TRUE	SIN	Asia Pacific	Singapore	57	9.53
8.222.167.8	2052	2052	FALSE	SIN	Asia Pacific	Singapore	85	9.53
47.74.52.188	2095	2095	FALSE	SIN	Asia Pacific	Singapore	152	9.52
8.219.61.52	2082	2082	FALSE	SIN	Asia Pacific	Singapore	5	9.52
8.222.145.110	8880	8880	FALSE	SIN	Asia Pacific	Singapore	28	9.52
47.236.94.113	8880	8880	FALSE	SIN	Asia Pacific	Singapore	23	9.52
47.91.16.198	2082	2082	FALSE	LAX	North America	Los Angeles	175	9.52
8.219.112.75	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	9.52
47.91.19.249	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	208	9.52
8.219.60.68	2082	2082	FALSE	SIN	Asia Pacific	Singapore	15	9.52
47.245.62.84	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	173	9.51
8.218.146.204	2086	2086	FALSE	SIN	Asia Pacific	Singapore	73	9.51
8.219.101.72	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	9.51
47.245.6.9	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	257	9.51
8.219.167.113	2096	2096	TRUE	SIN	Asia Pacific	Singapore	95	9.51
47.74.40.13	8080	8080	FALSE	SIN	Asia Pacific	Singapore	149	9.51
47.245.37.94	2083	2083	TRUE	SIN	Asia Pacific	Singapore	234	9.51
47.76.146.1	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	53	9.5
47.91.14.69	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	213	9.5
8.222.147.203	2096	2096	TRUE	SIN	Asia Pacific	Singapore	51	9.5
8.219.106.156	2087	2087	TRUE	SIN	Asia Pacific	Singapore	68	9.5
47.245.26.167	8443	8443	TRUE	SIN	Asia Pacific	Singapore	273	9.5
47.242.79.71	2086	2086	FALSE	SIN	Asia Pacific	Singapore	116	9.49
8.222.130.137	80	80	FALSE	SIN	Asia Pacific	Singapore	19	9.49
8.222.221.86	8080	8080	FALSE	SIN	Asia Pacific	Singapore	19	9.49
47.236.130.95	2083	2083	TRUE	SIN	Asia Pacific	Singapore	52	9.49
8.222.208.83	8880	8880	FALSE	SIN	Asia Pacific	Singapore	45	9.49
47.245.12.126	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	172	9.49
47.245.53.50	8880	8880	FALSE	LAX	North America	Los Angeles	280	9.49
47.74.42.17	2052	2052	FALSE	LAX	North America	Los Angeles	178	9.48
8.222.144.117	8080	8080	FALSE	SIN	Asia Pacific	Singapore	25	9.48
47.236.97.90	8443	8443	TRUE	SIN	Asia Pacific	Singapore	129	9.48
8.219.134.117	2095	2095	FALSE	SIN	Asia Pacific	Singapore	13	9.48
47.74.13.200	8443	8443	TRUE	SIN	Asia Pacific	Singapore	166	9.48
8.219.55.31	8443	8443	TRUE	SIN	Asia Pacific	Singapore	73	9.47
8.219.97.179	2052	2052	FALSE	SIN	Asia Pacific	Singapore	13	9.47
47.251.74.226	443	443	TRUE	LAX	North America	Los Angeles	213	9.47
47.74.40.13	2095	2095	FALSE	SIN	Asia Pacific	Singapore	169	9.47
8.222.180.242	2083	2083	TRUE	SIN	Asia Pacific	Singapore	88	9.47
8.218.188.129	80	80	FALSE	SIN	Asia Pacific	Singapore	74	9.47
47.74.27.211	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	171	9.47
8.222.159.252	8080	8080	FALSE	SIN	Asia Pacific	Singapore	16	9.47
8.219.104.242	2096	2096	TRUE	SIN	Asia Pacific	Singapore	65	9.47
47.236.130.95	8443	8443	TRUE	SIN	Asia Pacific	Singapore	62	9.47
8.219.77.91	2053	2053	TRUE	SIN	Asia Pacific	Singapore	113	9.47
47.245.11.216	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	178	9.47
47.236.123.133	8443	8443	TRUE	SIN	Asia Pacific	Singapore	52	9.46
47.245.107.174	2095	2095	FALSE	SIN	Asia Pacific	Singapore	4	9.46
47.236.119.253	2083	2083	TRUE	SIN	Asia Pacific	Singapore	95	9.46
8.222.187.107	2082	2082	FALSE	SIN	Asia Pacific	Singapore	22	9.46
47.236.83.196	2053	2053	TRUE	SIN	Asia Pacific	Singapore	93	9.46
8.222.175.6	443	443	TRUE	SIN	Asia Pacific	Singapore	43	9.46
47.74.34.38	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	190	9.46
47.74.26.196	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	161	9.46
8.222.168.24	2082	2082	FALSE	SIN	Asia Pacific	Singapore	24	9.46
47.74.13.200	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	168	9.45
47.236.144.208	2083	2083	TRUE	SIN	Asia Pacific	Singapore	71	9.45
47.74.6.16	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	305	9.45
8.219.140.229	80	80	FALSE	SIN	Asia Pacific	Singapore	21	9.45
47.245.12.38	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	205	9.44
8.209.243.172	2095	2095	FALSE	SIN	Asia Pacific	Singapore	165	9.44
47.74.11.251	8080	8080	FALSE	SIN	Asia Pacific	Singapore	157	9.44
47.91.18.207	80	80	FALSE	SIN	Asia Pacific	Singapore	154	9.44
47.245.30.208	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	219	9.44
8.209.222.232	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	156	9.44
8.219.98.13	80	80	FALSE	SIN	Asia Pacific	Singapore	7	9.43
47.74.5.99	8080	8080	FALSE	LAX	North America	Los Angeles	178	9.43
47.91.19.249	2086	0	FALSE	LAX	North America	Los Angeles	189	9.43
8.219.73.21	2082	2082	FALSE	SIN	Asia Pacific	Singapore	10	9.42
8.219.140.63	2083	2083	TRUE	SIN	Asia Pacific	Singapore	144	9.42
8.219.101.72	2083	2083	TRUE	SIN	Asia Pacific	Singapore	33	9.42
47.245.30.208	80	80	FALSE	SIN	Asia Pacific	Singapore	153	9.42
8.218.188.129	2095	2095	FALSE	SIN	Asia Pacific	Singapore	75	9.42
47.74.46.84	2053	2053	TRUE	LAX	North America	Los Angeles	239	9.42
8.210.192.93	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	41	9.42
8.219.50.180	80	80	FALSE	SIN	Asia Pacific	Singapore	8	9.41
47.74.5.233	8880	8880	FALSE	SIN	Asia Pacific	Singapore	154	9.41
47.245.54.98	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	125	9.41
8.219.126.3	2086	2086	FALSE	SIN	Asia Pacific	Singapore	9	9.41
8.219.140.63	8443	8443	TRUE	SIN	Asia Pacific	Singapore	33	9.41
8.222.137.178	2083	2083	TRUE	SIN	Asia Pacific	Singapore	88	9.41
8.219.159.232	2082	2082	FALSE	SIN	Asia Pacific	Singapore	4	9.41
8.219.102.252	2052	2052	FALSE	SIN	Asia Pacific	Singapore	6	9.41
8.219.72.50	2053	2053	TRUE	SIN	Asia Pacific	Singapore	58	9.41
8.219.121.87	2053	2053	TRUE	SIN	Asia Pacific	Singapore	77	9.41
47.236.116.208	2095	2095	FALSE	SIN	Asia Pacific	Singapore	11	9.41
8.219.103.57	80	80	FALSE	SIN	Asia Pacific	Singapore	6	9.41
8.222.168.24	8880	8880	FALSE	SIN	Asia Pacific	Singapore	23	9.4
47.245.42.210	8080	8080	FALSE	SIN	Asia Pacific	Singapore	151	9.4
8.222.221.109	80	80	FALSE	SIN	Asia Pacific	Singapore	20	9.4
47.245.58.250	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	74	9.4
47.245.59.243	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	137	9.4
47.236.148.174	80	80	FALSE	SIN	Asia Pacific	Singapore	16	9.39
8.222.137.166	8880	8880	FALSE	SIN	Asia Pacific	Singapore	14	9.39
47.245.37.29	2053	2053	TRUE	SIN	Asia Pacific	Singapore	155	9.39
8.222.159.252	2053	2053	TRUE	SIN	Asia Pacific	Singapore	95	9.39
47.74.9.174	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	73	9.39
47.245.55.99	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	111	9.39
8.222.145.164	2087	2087	TRUE	SIN	Asia Pacific	Singapore	54	9.38
47.74.37.50	80	80	FALSE	SIN	Asia Pacific	Singapore	164	9.38
8.209.246.24	8080	8080	FALSE	SIN	Asia Pacific	Singapore	300	9.38
47.74.9.174	80	80	FALSE	HKG	Asia Pacific	Hong Kong	165	9.38
8.218.201.73	2087	2087	TRUE	SIN	Asia Pacific	Singapore	83	9.38
47.245.86.230	443	443	TRUE	SIN	Asia Pacific	Singapore	54	9.37
8.219.152.195	2096	2096	TRUE	SIN	Asia Pacific	Singapore	39	9.37
47.245.53.50	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	169	9.37
47.245.11.108	8880	8880	FALSE	SIN	Asia Pacific	Singapore	152	9.37
8.222.224.162	2087	2087	TRUE	SIN	Asia Pacific	Singapore	106	9.37
8.219.50.180	8443	8443	TRUE	SIN	Asia Pacific	Singapore	84	9.37
47.245.54.140	80	80	FALSE	NRT	Asia Pacific	Tokyo	83	9.37
47.245.10.123	2052	2052	FALSE	SIN	Asia Pacific	Singapore	159	9.36
8.222.221.90	2096	2096	TRUE	SIN	Asia Pacific	Singapore	123	9.36
8.209.255.195	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	168	9.35
47.74.13.66	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	81	9.35
47.74.15.80	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	114	9.35
47.245.84.155	8443	8443	TRUE	SIN	Asia Pacific	Singapore	130	9.34
47.245.37.29	2095	2095	FALSE	SIN	Asia Pacific	Singapore	156	9.34
47.245.40.55	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	179	9.34
8.222.154.50	8080	8080	FALSE	SIN	Asia Pacific	Singapore	12	9.34
8.219.122.55	2083	2083	TRUE	SIN	Asia Pacific	Singapore	112	9.34
8.219.66.156	2096	2096	TRUE	SIN	Asia Pacific	Singapore	64	9.33
8.218.52.115	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	120	9.33
8.222.237.131	2096	2096	TRUE	SIN	Asia Pacific	Singapore	103	9.33
47.245.15.236	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	80	9.33
47.74.41.87	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	70	9.33
47.74.8.238	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	82	9.32
8.219.147.58	8880	8880	FALSE	SIN	Asia Pacific	Singapore	4	9.32
8.219.113.27	2087	2087	TRUE	SIN	Asia Pacific	Singapore	65	9.32
47.245.33.163	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	84	9.32
47.245.55.99	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	9.32
8.209.214.222	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	74	9.32
47.245.38.233	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	106	9.31
8.219.115.215	2096	2096	TRUE	SIN	Asia Pacific	Singapore	81	9.31
47.245.52.240	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	82	9.3
8.222.130.137	2083	2083	TRUE	SIN	Asia Pacific	Singapore	90	9.3
47.245.8.68	2083	2083	TRUE	SIN	Asia Pacific	Singapore	239	9.3
8.219.152.195	8880	8880	FALSE	SIN	Asia Pacific	Singapore	12	9.3
47.91.3.135	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	111	9.3
8.219.114.201	2096	2096	TRUE	SIN	Asia Pacific	Singapore	115	9.3
8.219.151.193	2087	2087	TRUE	SIN	Asia Pacific	Singapore	117	9.3
8.222.129.32	2096	2096	TRUE	SIN	Asia Pacific	Singapore	102	9.3
47.74.42.17	8880	8880	FALSE	SIN	Asia Pacific	Singapore	153	9.29
8.219.121.24	8443	8443	TRUE	SIN	Asia Pacific	Singapore	88	9.29
8.210.107.246	443	443	TRUE	HKG	Asia Pacific	Hong Kong	65	9.29
8.219.87.34	2096	2096	TRUE	SIN	Asia Pacific	Singapore	72	9.29
8.219.74.35	2083	2083	TRUE	SIN	Asia Pacific	Singapore	68	9.29
8.219.43.243	2095	2095	FALSE	SIN	Asia Pacific	Singapore	9	9.29
47.245.39.28	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	85	9.29
47.74.34.38	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	109	9.29
47.74.27.151	8880	8880	FALSE	SIN	Asia Pacific	Singapore	154	9.28
47.91.21.149	2082	2082	FALSE	SIN	Asia Pacific	Singapore	169	9.28
8.219.161.129	2086	2086	FALSE	SIN	Asia Pacific	Singapore	8	9.28
8.219.53.222	2095	2095	FALSE	SIN	Asia Pacific	Singapore	3	9.28
47.74.34.135	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	77	9.27
8.219.106.15	2087	2087	TRUE	SIN	Asia Pacific	Singapore	92	9.27
47.74.26.196	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	238	9.27
8.219.106.15	2052	2052	FALSE	SIN	Asia Pacific	Singapore	45	9.27
8.213.137.24	443	443	TRUE	ICN	Asia Pacific	Seoul	138	9.27
8.218.85.128	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	37	9.26
8.219.66.156	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	9.26
8.219.63.193	8880	8880	FALSE	SIN	Asia Pacific	Singapore	3	9.26
47.74.41.136	80	80	FALSE	NRT	Asia Pacific	Tokyo	81	9.26
8.222.129.245	80	80	FALSE	SIN	Asia Pacific	Singapore	6	9.26
8.219.147.58	2052	2052	FALSE	SIN	Asia Pacific	Singapore	4	9.26
47.236.7.246	2086	2086	FALSE	SIN	Asia Pacific	Singapore	14	9.26
47.245.41.84	2095	2095	FALSE	SIN	Asia Pacific	Singapore	156	9.26
47.245.31.0	2087	2087	TRUE	SIN	Asia Pacific	Singapore	260	9.26
8.219.122.55	2096	2096	TRUE	SIN	Asia Pacific	Singapore	46	9.25
47.245.37.12	8443	8443	TRUE	LAX	North America	Los Angeles	194	9.25
8.222.145.164	2053	2053	TRUE	SIN	Asia Pacific	Singapore	64	9.25
47.236.4.129	2096	2096	TRUE	SIN	Asia Pacific	Singapore	96	9.25
8.218.127.249	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	64	9.25
47.91.29.108	80	80	FALSE	LAX	North America	Los Angeles	184	9.25
47.236.65.177	2096	2096	TRUE	SIN	Asia Pacific	Singapore	80	9.25
8.219.5.10	8080	8080	FALSE	SIN	Asia Pacific	Singapore	15	9.25
8.218.201.73	443	443	TRUE	HKG	Asia Pacific	Hong Kong	67	9.24
47.245.10.156	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	175	9.24
47.245.4.219	8080	8080	FALSE	SIN	Asia Pacific	Singapore	161	9.24
47.245.8.185	2095	2095	FALSE	SIN	Asia Pacific	Singapore	168	9.24
8.222.221.86	2053	2053	TRUE	SIN	Asia Pacific	Singapore	52	9.23
47.74.14.85	2086	2086	FALSE	SIN	Asia Pacific	Singapore	251	9.22
47.76.94.15	80	80	FALSE	HKG	Asia Pacific	Hong Kong	47	9.22
8.210.66.190	2096	2096	TRUE	SIN	Asia Pacific	Singapore	69	9.22
8.219.238.145	2087	2087	TRUE	SIN	Asia Pacific	Singapore	12	9.22
8.222.174.108	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	9.22
8.222.137.192	2086	2086	FALSE	SIN	Asia Pacific	Singapore	30	9.22
47.91.19.249	2053	2053	TRUE	SIN	Asia Pacific	Singapore	220	9.21
8.219.42.72	2087	2087	TRUE	SIN	Asia Pacific	Singapore	5	9.21
47.236.96.141	2096	2096	TRUE	SIN	Asia Pacific	Singapore	66	9.21
8.222.193.65	8443	8443	TRUE	SIN	Asia Pacific	Singapore	126	9.21
8.217.85.14	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	94	9.21
8.219.134.63	2083	2083	TRUE	SIN	Asia Pacific	Singapore	104	9.21
47.245.59.244	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	9.21
8.219.121.87	2087	2087	TRUE	SIN	Asia Pacific	Singapore	71	9.21
8.222.140.185	2096	2096	TRUE	SIN	Asia Pacific	Singapore	80	9.21
47.245.52.240	2095	2095	FALSE	SIN	Asia Pacific	Singapore	161	9.21
8.222.160.61	2086	2086	FALSE	SIN	Asia Pacific	Singapore	26	9.21
8.219.126.240	2053	2053	TRUE	SIN	Asia Pacific	Singapore	61	9.2
47.245.12.38	2052	2052	FALSE	SIN	Asia Pacific	Singapore	162	9.2
47.245.54.197	2052	2052	FALSE	SIN	Asia Pacific	Singapore	168	9.2
8.219.53.142	2083	2083	TRUE	SIN	Asia Pacific	Singapore	31	9.2
47.91.15.247	80	80	FALSE	SIN	Asia Pacific	Singapore	159	9.19
47.74.15.80	8880	8880	FALSE	SIN	Asia Pacific	Singapore	161	9.19
8.222.167.8	8880	8880	FALSE	SIN	Asia Pacific	Singapore	11	9.19
8.219.97.179	2096	2096	TRUE	SIN	Asia Pacific	Singapore	138	9.19
8.219.73.21	2095	2095	FALSE	SIN	Asia Pacific	Singapore	17	9.19
47.245.53.101	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	75	9.19
47.245.37.94	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	326	9.19
47.245.4.22	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	159	9.18
47.74.39.194	2086	2086	FALSE	SIN	Asia Pacific	Singapore	149	9.18
47.245.59.188	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	73	9.17
8.218.48.92	2082	2082	FALSE	SIN	Asia Pacific	Singapore	74	9.17
8.219.100.168	8443	8443	TRUE	SIN	Asia Pacific	Singapore	62	9.17
8.219.6.157	2083	2083	TRUE	SIN	Asia Pacific	Singapore	42	9.17
8.219.124.227	2087	2087	TRUE	SIN	Asia Pacific	Singapore	80	9.17
47.74.11.251	2095	2095	FALSE	SIN	Asia Pacific	Singapore	356	9.17
8.219.53.222	80	80	FALSE	SIN	Asia Pacific	Singapore	6	9.16
47.74.54.145	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	88	9.16
8.219.77.222	2083	2083	TRUE	SIN	Asia Pacific	Singapore	64	9.16
47.245.37.41	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	76	9.16
47.245.29.126	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	169	9.16
47.242.155.183	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	63	9.16
47.74.39.194	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	70	9.16
8.222.238.141	2095	2095	FALSE	SIN	Asia Pacific	Singapore	17	9.16
47.74.5.150	2053	2053	TRUE	SIN	Asia Pacific	Singapore	291	9.15
47.245.41.84	2087	2087	TRUE	SIN	Asia Pacific	Singapore	374	9.15
47.236.144.196	2086	2086	FALSE	SIN	Asia Pacific	Singapore	8	9.15
47.91.2.5	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	105	9.15
47.91.29.108	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	81	9.15
